artist,song,data
 Fifth Harmony ,No Way,I know you don't want me anymore By the look on your face They say when it rains it pours You can tell by my face  Oh and I know  and you know That we've been here before I think I know how it should end We've got an audience calling us crazy We ignore Those with opinions of hate We're not like the rest of them Friends with insanity as of lately  Everyone comes with scars But you can love them away I told you that I wasn't perfect You told me the same I think that's why we belong Together and unashamed I told you that I wasn't perfect  no way Way  way  no way  no way When I look in your eyes I see through to my soul I know the core of you is good You're my tarnished hero  Oh and I know (I know) And you know how our story is told (love is told) Only we know what it is We've got an audience calling us crazy We ignore Those with opinions of hate We ain't like the rest of them Friends with insanity as of lately  Everyone comes with scars But you can love them away I told you that I wasn't perfect You told me the same I think that's why we belong Together and unashamed I told you that I wasn't perfect  no way Way  way  no way  no way No Way16EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Dope,New Jersey tongue  not saying too much I'm feeling your attitude That East Coasting  babe  is driving me crazy Just like it's supposed to do With hands that could save me  face that could break me Sort of in love with you But I wouldn't say that to ya  And now I'm tryna find the words To tell you how I feel and show you that it's real And now I'm tryna find the words  I don't know what else to say  but you're pretty fucking dope Just so you know I've been thinking 'bout ways that I wanna hold you close Just so you know I don't know what else to say  but you're pretty fucking dope Oh  just so you know I don't know what else to say  but you're pretty fucking dope  Do you already know? Do you already know? Do you got a girlfriend? Cause if you don't  then I'm coming after you Don't wanna be selfish  but I can't help it I'm wanting more of you I know I'm cool as shit  you want more of it This much I know is true But I wouldn't say that to ya  And now I'm tryna find the words To tell you how I feel and show you that it's real And now I'm tryna find the words  I don't know what else to say  but you're pretty fucking dope Just so you know I've been thinking 'bout ways that I wanna hold you close Just so you know I don't know what else to say  but you're pretty fucking dope Oh  just so you know I don't know what else to say  but you're pretty fucking dope  Do you already know? Do you already know? Do you already know? Do you already know? What I think about ya and all the ways that you make me feel Do you know how what I think about ya? Do you already know What I think about ya and all the ways that you make me feel Do you know how what I think about ya?  I don't know what else to say  but you're pretty fucking dope Just so you know I've been thinking 'bout ways that I wanna hold you close Just so you know I don't know what else to say  but you're pretty fucking dope Just so you know I've been thinking 'bout ways that I wanna hold you close11EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,The Life,O-o-o-oh (Fifth Harmony  yeah) (Uuh)  uuh Yeah  yeah  yeah  yeah  Ever since I'm young  I'm tryna get it right Every year  I'm working toward a goal Don't sleep 'til we see the daylight Living big  going up on the rope  I like seeing all the bright lights Keep it up  pour it up for the night Two times  I'ma get it two times Double up  run it back on my mind  This is the life  life  life  this is the life  life  life This is the life  life  life  this is the life  life  life (this is the life) This is the life  life  life  this is the life  life  life (this is the life) This is the life  life  life  this is the life (this is the life)  Give it up for the kids  eating good  getting lit Living life  feeling rich  oh  I  oh  I  yeah  this is the life We the best in the biz  breaking off  betting chips Living life  feeling rich  oh  I  oh  I  yeah Level up  meet me court side Tricking out  whipping hard in the coupe (what?) I'ma go  gotta board a flight Other time  there's a show I gotta do  No stress  baby  you can find us Getting down on a beach in Dubai Pool side  sipping on a Mai Tai Double up  run it back on my mind  This is the life  life  life  this is the life  life  life This is the life  life  life  this is the life  life  life (this is the life) This is the life  life  life  this is the life  life  life (this is the life) This is the life  life  life  this is the life (this is the life)  Give it up for the kids  eating good  getting lit Living life  feeling rich  oh  I  oh  I  this is the life We the best in the biz  breaking off  betting chips Living life  feeling rich  oh  I  oh  I  yeah  This is the life! Living life  feeling rich No stress  baby  you can find us Getting down on a beach in Dubai Pool side  sipping on a Mai Tai Double up  up  up  up... (This is the life!)  This is the life  life  life  this is the life  life  life (this is the life) This is the life  life  life  this is the life  life  life (livin' it up) (this is the life!) This is the life  life  life  this is the life  life  life (this is the life) This is the life  life  life  this is the life (give it up  give it up)  Give it up for the kids  eating good  getting lit Living life  feeling rich  oh  I  oh  I  this is the life We the best in the biz  breaking off  betting chips Living life  feeling rich  oh  I  oh  I  yeah  This is the life  yeah14EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Sledgehammer,If you could take my pulse right now It would feel just like a sledgehammer If you could feel my heart beat now It would hit you like a sledgehammer  I don't admit it  I play it cool But every minute that I'm with you I feel the fever and I won't lie  I break a sweat My body's telling all the secrets I ain't told you yet  Oh oh  I struggle to contain Woah oh  the love that's in my veins Oh oh  and how it circulates Oh oh  If you could take my pulse right now It would feel just like a sledgehammer If you could feel my heart beat now It would hit you like a sledgehammer You're taken over the beat of my body  you just don't let up  don't let up You're taken over the beat of my body but you lift me up  lift me up If you take my pulse right now It would feel just like a sledgehammer So close together  so far apart You're turning me on and my fire's waiting for your spark  Oh oh  I struggle to contain Woah oh  the love that's in my veins Oh oh  and how it circulates Oh oh  If you could take my pulse right now It would feel just like a sledgehammer If you could feel my heart beat now It would hit you like a sledgehammer You're taken over the beat of my body  you just don't let up  don't let up You're taken over the beat of my body but you lift me up  lift me up If you take my pulse right now It would feel just like a sledgehammer  The truth is out  no stopping now  I'm getting closer I've had enough  undress my love  I'm coming over If you could take my pulse right now It would feel just like a sledgehammer  oh And if you could take my pulse right now It would feel just like a sledgehammer  hammer  oh If you take my pulse If you could take my pulse right now It would feel just like a sledgehammer (Oh!) If you could feel my heart beat now It would hit you like a sledgehammer You're taken over the beat of my body  you just don't let up  don't let up You're taken over the beat of my body but you lift me up  lift me up If you take my pulse right now It would feel just like a sledgehammer53EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Write On Me,Pick up the pen  put it on the paper Write on my skin  bring me to life Can't start again  there ain't no eraser All of my flaws  you got them so right  Everything is blank until you draw me Touching on my body like you know me  Write on me  color outside the lines Love the way you tat me up  baby take your time Write on me  give me some wings  I'll fly Love the way you tat me up  I'll never change my mind  Write on me  write on me Write on me  write on me (Write on me) Write on me (Write on me) Write on me Love the way you tat me up Write on me  You are my friend  straight and no chaser Burns going down but it keeps me alive Tell me the truth  I like the danger 'Cause in the end  you will be mine Everything is gray until you draw me Touching on my body like you know me  Write on me  color outside the lines Love the way you tat me up  baby take your time Write on me  give me some wings  I'll fly Love the way you tat me up  I'll never change my mind  Write on me  write on me Write on me  write on me  I could see a city sleep  I could see an ocean wave Everything is changing and it's written on my face I could see a city sleep  I could see an ocean wave Everything is changing and it's written on my face  Write on me  color outside the lines Love the way you tat me up  baby take your time Write on me  give me some wings  I'll fly Love the way you tat me up  I'll never change my mind (Write on me) Write on me (Write on me) Write on me (Write on me) Write on me (Write on me) Write on me (Write on me) Write on me Won't you write on me? Yeah  yeah Write on me (Love the way you tat me up) Write on me (Write on me)  Write on me Write on me18EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Big Bad Wolf,Kiss for a kiss  my two lips got you racing Baby we're guilty  wherever we are Angel confess  let me be your salvation I'll carry you through the dark  Let me give  let me give you something to believe in You don't gotta  you don't gotta even have a reason (You don’t even gotta have  gotta have a reason) You can love me  you can love me baby all weekend Come on  come on over here and sink your teeth in  Cause if you wanna talk baby use your hands If you wanna go make a move  you can If you want a shot  baby cock and pull If you're gonna bite  be a big bad wolf If you wanna talk baby use your hands If you wanna go make a move  you can If you want a shot  baby cock and pull If you're gonna bite  be a big bad wolf  Whisper your secrets and mine will take over Swing like your chariot and let me ride Drunk off my body  you'll never be sober I'll be your poison tonight Let me give  let me give you something to believe in You don't gotta  you don't gotta even have a reason (You don’t even gotta have  gotta have a reason) You can love me  you can love me baby all weekend Come on  come on over here and sink your teeth in  Cause if you wanna talk baby use your hands If you wanna go make a move  you can If you want a shot  baby cock and pull If you're gonna bite  be a big bad wolf Cause if you wanna talk baby use your hands If you wanna go make a move  you can If you want a shot  baby cock and pull If you're gonna bite  be a big bad wolf  Don't hold back back baby Give me that baby Come do anything you want La-la-la-la Don't hold back baby Give me that baby I'll do anything you want Cause if you wanna talk baby use your hands If you wanna go make a move  you can If you want a shot  baby cock and pull If you're gonna bite  be a big bad wolf Cause if you wanna talk baby use your hands If you wanna go make a move  you can If you want a shot  baby cock and pull If you're gonna bite  be a big bad wolf14EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Reflection,I must confess  you looking fresh (So fresh) Yep  I'm impressed  go 'head and flex (Flex! Turn up!) Everybody be hating the way that you stealing the show 'Cause  ooh  you be killing 'em just like Lil' TerRio Oh  you could get it  anything you want (Anything you want) And can't nobody (can't nobody) ever tell you no Don't need no filters on pictures before you post them on the 'gram You could shut down the internet  they don't even understand  Ooh  they don't make 'em quite like you No  no  ooh  it ain't bragging if you know it's true  Oh  where you from? Must be heaven You'd be rich if looking good was your profession Think I'm in love  'cause you so sexy Boy  I ain't talking about you  I'm talking to my own reflection  I'm talking to my own reflection  I'm talking to my own reflection Boy  I ain't talking about you  I'm talking to my own reflection I'm talking to my own reflection  I'm talking to my own reflection Boy  I ain't talking about you  I'm talking to my own reflection Why you think I'm putting on my favorite perfume? Why you think this dress so tight that I could barely move? Why you think I'm dancing in these uncomfortable shoes? I did it all  I did it all  I did it all for you  Ooh  don't you ever get it confused No  ooh  it ain't bragging if you know it's true  Oh  where you from? Must be heaven You'd be rich if looking good was your profession Think I'm in love  'cause you so sexy Boy  I ain't talking about you  I'm talking to my own reflection  I'm talking to my own reflection  I'm talking to my own reflection Boy  I ain't talking about you  I'm talking to my own reflection I'm talking to my own reflection  I'm talking to my own reflection Boy  I ain't talking about you  I'm talking to my own reflection  Mirror  mirror on the wall  should I even return his call? Mirror  mirror on the wall  should I even return his call? Mirror  mirror on the wall  should I even return his call? Mirror  mirror on the wall  on the  on the  on-on the wall Oh  where you from? Must be heaven You'd be rich if looking good was your profession Think I'm in love  'cause you so sexy Boy  I ain't talking about you  I'm talking to my own reflection  I'm talking to my own reflection  I'm talking to my own reflection Boy  I ain't talking about you  I'm talking to my own reflection I'm talking to my own reflection  I'm talking to my own reflection Boy  I ain't talking about you  I'm talking to my own reflection46EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,I Lied,It's crazy how that four letter word gets tossed And I'm guilty  said it so many times before But I can't front no more  You're the only one that's showing me the real You're the only one that's giving me these chills No ex in the past could open up my eyes Thought I found the one every time  I've said I love you  but I lied 'Cause love never got me this high I've said I love you  but I lied 'Cause everything's different this time  oh no  I've said I love you  but I lied 'Cause love never got me this high  It'd be foolish if they thought they could get me back See  the truth is you can't lose what you never had And you got me so bad You're the only one that's showing me the thrill You're the only one that's giving me these chills No ex in the past could open up my eyes Thought I found the one every time  I've said I love you  but I lied 'Cause love never got me this high I've said I love you  but I lied 'Cause everything's different this time  oh no  I've said I love you  but I lied 'Cause love never got me this high  You got that real love That text in the morning  that real love How Mary J call it  that real love We got real love You got that real love That text in the morning  that real love How Mary J call it  that real love We got real love I've said I love you  but I lied 'Cause love never got me this high I've said I love you  but I lied 'Cause love never got me this high (You got my love  talking 'bout real love)  I've said I love you  but I lied 'Cause love never got me this high  Ohhh You got that real love That text in the morning  that real love How Mary J call it  that real love We got real love You got that real love That text in the morning  that real love How Mary J call it  that real love We got real love9EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Gonna Get Better,I'm not gonna leave you now Oh  I know it's gon' get better I'm not gonna leave you now Oh  I know it's gon' get better I won't leave you for a money man No matter what we go through I'm not gonna leave you now Oh  I know it's gon' get better  I don't know why you always think that I Always think I'm unsatisfied That I'm tempted by kings with the finest of things But you know that ain't got no truth I don't know why you always think that I'm Unhappy with our paradise That I'm wanting the trees that are growing the green But you know all I want is you  I thought you know me better babe Than to think that I would do you that way I don't need a house in the hills and I I don't need man like Midas I thought you knew me better  babe Than to think that I would do you that way I don't need a house and a Benz  I just I just want your love I'm not gonna leave you now Oh  I know it's gon' get better I'm not gonna leave you now Oh  I know it's gon' get better I won't leave you for a money man No matter what we go through I'm not gonna leave you now Oh  I know it's gon' get better  I don't know why you always think that I Always think I'm unsatisfied That I'm tempted by kings with the finest of things But you know that ain't got no truth I don't know why you always think that I'm Unhappy with our paradise That I'm wanting the trees that are growing the green But you know all I want is you  I thought you know me better babe Than to think that I would do you that way I don't need a house in the hills and I I don't want a man like Midas I thought you knew me better  babe Than to think that I would do you that way I don't need a house and a Benz  I just I just want your love I'm not gonna leave you now (I'm not gonna leave you...) Oh  I know it's gon' get better I'm not gonna leave you now Oh  I know it's gon' get better I won't leave you for a money man No matter what we go through I'm not gonna leave you now Oh  I know it's gon' get better  Yeah  yeah  yeah  (hey) Yeah  yeah  yeah Yeah  yeah  yeah (no no) Yeah  yeah  yeah  I'm not gonna leave you now Oh  I know it's gon' get better I'm not gonna leave you now Oh  I know it's gon' get better I won't leave you for a money man No matter what we go through I'm not gonna leave you now Oh  I know it's gonna get better I'm not gonna leave you now Oh  I know it's gon' get better I'm not gonna leave you now Oh  I know it's gon' get better I won't leave you for a money man No matter what we go through I'm not gonna leave you now Oh  I know it's gon' get better12EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Miss Movin’ On,I'm breaking down  gonna start from scratch Shake it off like an etch-a-sketch My lips are saying good-bye My eyes are finally dry I'm not the way that I used to be I took the record off repeat It killed me  but I survived And now I'm coming alive  I'll never be that girl again  no-oh-oh I'll never be that girl again  no-oh-oh-oh  My innocence is wearing thin But my heart is growing strong So call me  call me  call me Miss movin' on  oh-oh-oh Miss movin' on  oh-oh-oh  yeah  I broke the glass that surrounded me (surrounded me) I ain't the way you remember me (remember me) I was such a good girl So fragile but no more I jumped the fence to the other side  (the other side) My whole world was electrified (electrified) Now I'm now longer afraid It's Independence Day (It's Independence Day) I'll never be that girl again  no-oh-oh I'll never be that girl again  no-oh-oh-oh  My innocence is wearing thin But my heart is growing strong So call me  call me  call me Miss movin' on  Everything is changing And I never want to go back To the way it was (the way it was) I'm finding out who I am and who I am From here on out is gonna be enough (gonna be enough) Is gonna be enough...  I'll never be that girl again  no-oh-oh I'll never be that girl again  no-oh-oh-oh  My innocence is wearing thin But my heart is growing strong So call me  call me  call me Miss movin' on  oh-oh-oh (ohhhhh) Miss movin' on  oh-oh-oh (on and on and on and on and on) Miss movin' on  oh-oh-oh (on and on and on and on  on and on and on and on) Miss movin' on  oh-oh-oh (hey... yeah yeah) Yeah  I'm movin' on24EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Lonely Night,"Now that I got your attention You better listen up 'cause I got questions So why you late night texting? And why you liking every pic of my best friend?  Get ya  get ya  get ya shit together (Uh huh) Get ya  get ya  get ya shit together (Uh huh) Boy  I got 20/20 vision And that's the reason I'mma keep my distance  Must be confused about me (What?) Must be confused about me (What?) No room for fools around me Ayy  ayy  ayy  If you don't treat ya mama right  bye-bye  bye-bye If you got another chick on the side  bye-bye  bye-bye You look everywhere but my eyes  bye-bye  bye-bye It's gonna be a lonely  lonely  lonely  lonely  lonely night  bye-bye  Lonely  lonely  lonely  lonely Lonely  lonely  lonely  lonely night Lonely  lonely  lonely  lonely Lonely  lonely  lonely  lonely night Yeah  if you don't learn your lesson You gon' get yourself in permanent detention You want my love and affection Then you better make a good impression  Get ya  get ya  get ya shit together (Uh huh) Get ya  get ya  get ya shit together (Uh huh) Yeah  I got 20/20 vision (20/20) That's the reason I'mma keep my distance  Must be confused about me ('Bout me) Must be confused about me ('Bout me) No room for fools around me ('Round me) Ayy  ayy  ayy  If you don't treat ya mama right  bye-bye  bye-bye If you got another chick on the side  bye-bye  bye-bye (When you know I don't want you  baby) You look everywhere but my eyes  bye-bye  bye-bye (Oh  no) It's gonna be a lonely  lonely  lonely  lonely  lonely night  bye-bye (Bye-bye)  Lonely  lonely  lonely  lonely Lonely  lonely  lonely  lonely night (Be a lonely night) Lonely  lonely  lonely  lonely (Be a lonely night) Lonely  lonely  lonely  lonely night This your warning  so get it right If you don't  then I'll say  ""Bye-bye"" Have a L-O-N-E-L-Y La-la-la lonely night (La-la-lonely night) This your warning  so get it right (It right) If you don't  then I'll say  ""Bye-bye"" (Bye-bye) Have a L-O-N-E-L-Y La-la-la lonely night (La-la-lonely night)  La-la-la-lonely night  yeah  If you don't treat ya mama right  bye-bye  bye-bye (Bye-bye  bye-bye) If you got another chick on the side  bye-bye  bye-bye (Bye-bye  bye-bye) You look everywhere but my eyes  bye-bye  bye-bye (Woah) It's gonna be a lonely  lonely  lonely  lonely  lonely night  bye-bye  Oh It's gonna be a lonely  lonely  lonely  lonely  lonely night  bye-bye Oh It's gonna be a lonely  lonely  lonely  lonely  lonely night  bye-bye27EmbedShare URLCopyEmbedCopy"
 Fifth Harmony ,Who Are You,Uhh uhh uhh Uhh uhh uhh Uhh uhh uhh  Monday  you sent me flowers Tuesday  made me feel stupid Wednesday  the world was ours Thursday  you didn't prove it Friday  fell back in love Saturday  we didn’t talk Sunday  you said you needed space  Do you miss me? Am I crazy? Am I losing hold of your love  baby? Either you want me or you don’t I need to know  I need to know  Who are you today? Will you be the sun or the pouring rain? Who are you tomorrow? Will you make me smile or just bring me sorrow? Who are you (who are you?) gonna be when I’m lost and I’m scared? Who are you (who are you?) gonna be when there’s nobody there? Who are you (who are you?) today  ‘cause I am still (still) the same Uhh uhh uhh Uhh uhh uhh  Monday  you had my heart Tuesday  you had me screaming Wednesday  we didn’t part Thursday  you didn’t mean it Friday  I shook it off (Saturday  you got it wrong) Sunday  I said I needed space  Do you miss me? Am I crazy? Am I losing hold of your love  baby? Either you want me or you don’t I need to know  I need to know  Who are you today? Will you be the sun or the pouring rain? Who are you tomorrow? Will you make me smile or just bring me sorrow? Who are you (who are you?) gonna be when I’m lost and I’m scared? Who are you (who are you?) gonna be when there’s nobody there? Who are you (who are you?) today ‘cause I am still the same Who are you? Who are you? Who are you? It’s so strange how the same thing Can make you feel so right but bring you so much pain It’s so strange how the same face can make you love until it hurts Where do we go? (Where do we go?) I need to know (I need to know)  Who are you today? (Today?) Will you be the sun or the pouring rain? (Or the pouring rain?) Who are you tomorrow? Will you make me smile or just bring me sorrow? Who are you (who are you?) gonna be when I’m lost and I’m scared? Who are you (who are you?) gonna be when there’s nobody there? Who are you (who are you?) (who are you) today (today)  ‘cause I am still the same (I'm still)  the same Oh yeah  the same  Uhh uhh uhh Uhh uhh uhh19EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,"Brave, Honest, Beautiful",Oh-oh  oh  oh  oh  oh-oh  oh  oh-oh Oh-oh  oh  oh  oh  oh-oh  oh  oh-oh Oh-oh  oh  oh  oh  oh-oh  oh  oh-oh Lauren  they ain't ready for this Normani  they ain't ready for this Oh-oh  oh  oh  oh  oh-oh  oh  oh-oh Camila  they ain't ready for this Ally  Dinah Jane  Fifth Harmony  Don't go and waste your precious time With all the nonsense on your mind No  don't criticize yourself no more You got a smile worth fighting for  Yeah  you've got everything with your perfect porcelain Ain't no one compare to it  you just gotta remind yourself That you're amazing babe  you break it down in every way Could be smiling every day  you just gotta remind yourself  You can dance like Beyoncé You can shake like Shakira 'Cause you're brave  yeah  you're fearless And you're beautiful  you're beautiful So whine like Rihanna Go and pose like Madonna 'Cause you're brave  yeah  you're honest And you're beautiful  you're beautiful  girl You sell out every stadium  oh-oh And the crowd goes crazy when you're done  hmm Don't know how beautiful you are  oh yeah  yeah You deserve your Hollywood star  Yeah  you've got everything with your perfect porcelain Ain't no one compare to it  you just gotta remind yourself That you're amazing babe  you break it down in every way Could be smiling every day  you just gotta remind yourself  You can dance like Beyoncé You can shake like Shakira 'Cause you're brave  yeah  you're fearless And you're beautiful  you're beautiful So whine like Rihanna Go and pose like Madonna 'Cause you're brave  yeah  you're honest And you're beautiful  you're beautiful  girl  I said you're beautiful  you're beautiful Ayo  Meghan  bring that bass Shake it  shake it  shake it  mama Show all the world you know you're hot Wind your waist  I tell ya don't stop Tell ya don't stop  tell ya don't stop Shake it  shake it   shake it  mama Show all the world you know you're hot Confidence will help you go far Help you go far  You can dance like Beyoncé You can shake like Shakira 'Cause you're brave  yeah  you're fearless And you're beautiful  you're beautiful So whine like Rihanna Go and pose like Madonna 'Cause you're brave  yeah  you're honest And you're beautiful  you're beautiful  girl  You can dance like Beyoncé You can shake like Shakira (Shakira  Shakira) 'Cause you're brave  yeah  you're fearless And you're beautiful  you're beautiful So whine like Rihanna Go and pose like Madonna 'Cause you're brave  yeah  you're honest And you're beautiful  you're beautiful  girl24EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,1000 Hands,Tired  tired  you're all I want  yeah  It'll be 'til the end  give me nothing I've ever tried It'll be the perfect sin  something like the truest lie Everywhere somehow  the only place I'll ever be As long as you hold me down  oh such a liberty  Warm me with your touch  pressure from your fingertips Never be enough  I'll do nothing but submit  I just wanna feel a thousand hands from you  only you Can you make me feel a thousand hands from you  only you?  Grab a hold of my soul and make me feel complete within You'll be the one to show these goosebumps on my skin I'll wear my heart on my sleeve  I need you to feel the pain Would you take a bullet for me? Cause you know I'll do the same  Warm me with your touch  pressure from your fingertips Never be enough  I'll do nothing but submit I just wanna feel a thousand hands from you and only you Can you make me feel a thousand hands from you and only you?  I just want to feel a thousand  from you A thousand hands from you Just wanna feel a thousand A thousand hands from you Feel a thousand hands from you12EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Bridges,Can't spend time in rewind  I'm sorry Many times I remind myself We've come way too far in our stories  oh To build these walls and to blind ourselves And for every action  there's a reaction  And I know the world can be cold  we can't let it divide us There's something inside us  a power that grows There's something beautiful in the flaws in all we are Something calling all of us and it says  We build bridges Oh  we build bridges No  we won't separate We know love can conquer hate So we build bridges Bridges  not walls Bridges  not walls (Bridges  not walls)  I believe in the beauty of love (Hey) I believe that we really are one I believe every woman is a fighter And I believe every man can stand beside her And I know the world can be cold  we can't let it divide us There's something inside us  a power that grows There's something beautiful in the flaws in all we are Something calling all of us and it says  We build bridges Oh  we build bridges No  we won't separate We know love can conquer hate So we build bridges Bridges  not walls Bridges  not walls (Bridges  not walls)  All I pray is we break our chains Because love's worth fighting for Shed your light oh  oh  oh  oh All I pray is we break our chains Because love's worth fighting for Shed your light oh  oh  oh  oh All I pray is we break our chains Because love's worth fighting for Shed your light oh  oh  oh  oh All I pray is we break our chains (All I pray is we break) Because love's worth fighting for Shed your light So we build bridges (All I pray is we break our chains) So we build bridges (Because love's worth fighting for  shed your light oh) So we build bridges (All I pray is we break our chains) So we build bridges (Because love's worth fighting for  shed your light oh)  We build bridges (We build bridges  we build bridges) Oh  we build bridges (We build bridges  we build bridges) No  we won't separate (We build bridges  we build bridges) We know love can conquer hate (We build bridges) So we build bridges (We build bridges) Bridges  not walls (We build bridges  we build bridges) Bridges  not walls29EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Sauced Up,We can get sauced up Forever we're young  we'll never get old 'Cause when I get sauced up I be like  so what? So what  so what So what  so what (H-Money!)  Your flow  no go Don't you know I'm fluent in the bro-code? I can make you come up off the bands though Drop a couple  show me what you came for (Ah)  Disaronno on the rocks (On the rocks) Fireball  lemon drop (Lemon drop) One o'clock on the dot (On the dot) Shut up  boy  you talk a lot (Uh)  So what we on right now? (Right now) What we doin' right now? I don't want no problems  I want power I'm drivin'  you follow We can get sauced up Forever we're young  we'll never get old Blame it on drunk love We can explain it all tomorrow I'll show you how to rock with the bass down low I'll show you how to rock the way I roll 'Cause when I get sauced up I be like  so what? So what  so what  Sauced up  sauced up Be in my feelings when I'm sauced up I be in my bag  feelin' bossed up If it make you mad  baby  so what?  Disaronno on the rocks (On the rocks) Fireball  lemon drop (Lemon drop) It's one o'clock on the dot (On the dot) Shut up  boy  you talk a lot (Uh)  So what we on right now? (Right now) What we doin' right now? I don't want no problems  I want power I'm drivin'  you follow We can get sauced up Forever we're young  we'll never get old Blame it on drunk love We can explain it all tomorrow I'll show you how to rock with the bass down low I'll show you how to rock the way I roll 'Cause when I get sauced up I be like  so what? So what  so what  What a night  what a feelin' Cup of ice to the ceilin' Put your cards on the table Keep it a hundred  baby  show me what you made of So what we on right now? (Right now) What we doin' right now? I don't want no problems  I want power I'm drivin'  you follow  We can get sauced up Forever we're young  we'll never get old {Blame it on drunk love  yeah} We can explain it all tomorrow I'll show you how to rock with the bass down low I'll show you how to rock the way I roll 'Cause when I get sauced up I be like  so what? So what  so what Sauced up  sauced up (Oh) I be in my feelings when I'm sauced up (So what) I be in my bag  feelin' bossed up (Ooh whoa) If I make you mad  so what  so what Sauced up  sauced up (Oh) I be in my feelings when I'm sauced up (So what) I be in my bag feelin' bossed up (Mmm) And if it make you mad  so what  so what So what  so what So what  so what21EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Make You Mad,It's in my blood  it’s in my veins The way I work it  baby  you know what's on my mind It's in my heart  it’s in the way I move that body And every time I leave  my image on your mind  No other like me  yeah  baby  you'll see Won't ya come my way? I'll lock ya down and I'll throw out the key Won't ya come my way?  I'm gonna make you miss me I'm gonna make you go mad I’m gonna make sure I’m the best you ever had (No) I'm gonna make you miss me (No) I’m gonna make you so mad (No) I'm gonna make sure I'm the best you ever had  It's in the night  I hear you call in the midnight hour That’s when I come alive Turn out the light  now you're gon' feel my power Can't take the heat  coming from the inside out (Whoa) No other like me  yeah  baby  you'll see Won't ya come my way? I'll lock ya down and I'll throw out the key Won't ya come my way? (Whoa)  I'm gonna make you miss me I'm gonna make you go mad I'm gonna make sure I'm the best you ever had (Woah  woah) (No) I'm gonna make you miss me (No) I'm gonna make you so mad (No) (I'mma make you miss me) I'm gonna make sure I'm the best you ever had  Ayy  won't ya come my way? Ayy  won't ya come my way? Ayy  won't ya come my  won't you come my Won't you come my way? (What you say now?) Ayy  won't ya come my way? (Ooh) Ayy  won't ya come my way? (What you say now?) Ayy  won't ya come my  won't you come my Won't you come my way?  I'm gonna make you miss me (I'ma make you miss me) I'm gonna make you go mad (Woah  yeah) I'm gonna make sure I'm the best you ever had (Best you ever had  baby) I'm gonna make you miss me (Gonna make you love me  yeah) I'm gonna make you so mad I'm gonna make sure I'm the best you ever had19EmbedShare URLCopyEmbedCopy
 Fifth Harmony ,Squeeze,End of the night  looking at me  what do you see? Wish I could read your mind Dimming the light  here in the dark  going by feel Only the moon to guide  When we're alone  I get so close Give me your warmth I've never known Face to face  caught in a wild embrace This is the safest place I've ever known  Put your arms around me  baby Put your arms around me  baby  and squeeze Only you know how to save me Put your arms around me  baby  and squeeze  squeeze  Remember the night talking to me Saying the words I wanna hear the most Gave me your heart  gave me your coat When I was cold  taking me sweet and slow  When we're alone  I get so close Give me your warmth I've never known Face to face  caught in a wild embrace This is the safest place I've ever known... Put your arms around me  baby Put your arms around me  baby  and squeeze Only you know how to save me Put your arms around me  baby  and squeeze  squeeze  Put your arms around me  baby Put your arms around me  baby  and squeeze Only you know how to save me Put your arms around me  baby (baby)  and squeeze  squeeze  Would you squeeze me  hold me  baby?13EmbedShare URLCopyEmbedCopy
